# Detection Metadata
detection_timestamp_utc,detection_timestamp_local,timezone_offset_hours,confidence,fall_detected,participant_name,participant_gender
2026-01-13T14:19:24.561906+00:00,2026-01-13T16:19:24.561906+00:00,2.0,0.2619759440422058,False,Sato_1,0

# Sensor Data
time,field,value,measurement,prediction,participant_gender
2026-01-13 14:19:18.094246+00:00,ground_truth,1.0,SMART_DATA,0,0
2026-01-13 14:19:11.477000+00:00,bosch_acc_x,-3688.0,SMART_DATA,0,0
2026-01-13 14:19:11.497000+00:00,bosch_acc_x,-3768.0,SMART_DATA,0,0
2026-01-13 14:19:11.518000+00:00,bosch_acc_x,-3799.0,SMART_DATA,0,0
2026-01-13 14:19:11.538000+00:00,bosch_acc_x,-3789.0,SMART_DATA,0,0
2026-01-13 14:19:11.558000+00:00,bosch_acc_x,-3759.0,SMART_DATA,0,0
2026-01-13 14:19:11.578000+00:00,bosch_acc_x,-3712.0,SMART_DATA,0,0
2026-01-13 14:19:11.598000+00:00,bosch_acc_x,-3695.0,SMART_DATA,0,0
2026-01-13 14:19:11.618000+00:00,bosch_acc_x,-3661.0,SMART_DATA,0,0
2026-01-13 14:19:11.638000+00:00,bosch_acc_x,-3647.0,SMART_DATA,0,0
2026-01-13 14:19:11.658000+00:00,bosch_acc_x,-3702.0,SMART_DATA,0,0
2026-01-13 14:19:11.678000+00:00,bosch_acc_x,-3670.0,SMART_DATA,0,0
2026-01-13 14:19:11.698000+00:00,bosch_acc_x,-3610.0,SMART_DATA,0,0
2026-01-13 14:19:11.718000+00:00,bosch_acc_x,-3586.0,SMART_DATA,0,0
2026-01-13 14:19:11.738000+00:00,bosch_acc_x,-3628.0,SMART_DATA,0,0
2026-01-13 14:19:11.759000+00:00,bosch_acc_x,-3669.0,SMART_DATA,0,0
2026-01-13 14:19:11.779000+00:00,bosch_acc_x,-3649.0,SMART_DATA,0,0
2026-01-13 14:19:11.799000+00:00,bosch_acc_x,-3649.0,SMART_DATA,0,0
2026-01-13 14:19:11.819000+00:00,bosch_acc_x,-3739.0,SMART_DATA,0,0
2026-01-13 14:19:11.839000+00:00,bosch_acc_x,-3984.0,SMART_DATA,0,0
2026-01-13 14:19:11.859000+00:00,bosch_acc_x,-4077.0,SMART_DATA,0,0
2026-01-13 14:19:11.879000+00:00,bosch_acc_x,-4092.0,SMART_DATA,0,0
2026-01-13 14:19:11.899000+00:00,bosch_acc_x,-4351.0,SMART_DATA,0,0
2026-01-13 14:19:11.919000+00:00,bosch_acc_x,-4436.0,SMART_DATA,0,0
2026-01-13 14:19:11.939000+00:00,bosch_acc_x,-4327.0,SMART_DATA,0,0
2026-01-13 14:19:11.959000+00:00,bosch_acc_x,-4118.0,SMART_DATA,0,0
2026-01-13 14:19:11.979000+00:00,bosch_acc_x,-3877.0,SMART_DATA,0,0
2026-01-13 14:19:11.999000+00:00,bosch_acc_x,-3712.0,SMART_DATA,0,0
2026-01-13 14:19:12.020000+00:00,bosch_acc_x,-3586.0,SMART_DATA,0,0
2026-01-13 14:19:12.040000+00:00,bosch_acc_x,-3512.0,SMART_DATA,0,0
2026-01-13 14:19:12.060000+00:00,bosch_acc_x,-3581.0,SMART_DATA,0,0
2026-01-13 14:19:12.080000+00:00,bosch_acc_x,-3749.0,SMART_DATA,0,0
2026-01-13 14:19:12.100000+00:00,bosch_acc_x,-3926.0,SMART_DATA,0,0
2026-01-13 14:19:12.120000+00:00,bosch_acc_x,-4141.0,SMART_DATA,0,0
2026-01-13 14:19:12.140000+00:00,bosch_acc_x,-4316.0,SMART_DATA,0,0
2026-01-13 14:19:12.160000+00:00,bosch_acc_x,-4432.0,SMART_DATA,0,0
